internalTaxonId,redlistCategory,systems,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild
22703496,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703493,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703487,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22703483,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703480,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703477,Critically Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22703474,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703471,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703463,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703457,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703453,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703449,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703446,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703443,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703440,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703437,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703434,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703431,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703426,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703421,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703418,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703415,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703412,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703409,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703406,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703403,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703392,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22703389,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703384,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22703381,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22703378,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22703362,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703358,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703352,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703349,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703346,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703343,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703339,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703336,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22703330,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703327,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703320,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703317,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703314,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703311,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703308,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703305,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703302,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703299,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703296,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703292,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703281,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703277,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22703274,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703271,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22703268,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22703265,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703262,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703259,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703255,Critically Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22703252,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22703249,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703246,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703243,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22703240,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22703237,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703234,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703231,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703228,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703225,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703221,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703218,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703215,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703212,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703209,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703206,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703203,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703197,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703191,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703188,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703185,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703177,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703155,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703152,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703149,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703146,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703140,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703136,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703124,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703121,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703118,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703112,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703103,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703095,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703092,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703089,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703085,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703079,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703076,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703071,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22703068,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703063,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703058,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703055,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703052,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703049,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703046,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703043,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703032,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703026,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703023,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22703020,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703015,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703010,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703007,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703004,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22703001,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702998,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702992,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702984,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702981,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702978,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702972,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702968,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702965,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702962,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702956,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702949,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702946,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702938,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702929,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702913,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702905,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702902,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702899,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702896,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702893,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702890,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702887,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702881,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702878,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702872,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702869,Extinct,Terrestrial,Neotropical,2011,FALSE,FALSE
22702866,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702858,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702855,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702843,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702835,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702814,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702803,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702800,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702792,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702789,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702786,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702777,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702774,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702771,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702767,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702757,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702754,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702751,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702746,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702743,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702740,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702732,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702729,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702726,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702722,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702719,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702707,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702698,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702695,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702691,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702687,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702679,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702676,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702667,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702664,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702661,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702652,Near Threatened,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702649,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Neotropical,,FALSE,FALSE
22702646,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702642,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702639,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702632,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702627,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702624,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702621,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702616,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702613,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702610,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702597,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702594,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702591,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702588,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22702585,Vulnerable,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702582,Near Threatened,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702579,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702575,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702572,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702569,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702566,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702555,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702547,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702539,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702530,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702527,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702514,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702511,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702503,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702500,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702497,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702494,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702491,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702487,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Neotropical,,FALSE,FALSE
22702479,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702471,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702467,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702464,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702461,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702451,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702448,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702444,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702441,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702435,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702432,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702429,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702426,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702423,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702420,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702417,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702408,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702405,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702399,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702393,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22702387,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702381,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702378,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702375,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22702372,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702369,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702366,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702363,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702360,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702354,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702350,Critically Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22702344,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702341,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702337,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702334,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22702331,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702328,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702324,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702321,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702317,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22702314,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702311,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702308,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702304,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702301,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702295,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702290,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702287,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702284,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702276,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702266,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702258,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702250,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702234,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702225,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702217,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702209,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702200,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22702196,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702192,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702187,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702183,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702179,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702175,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702167,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702163,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702156,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702153,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702150,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702147,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702144,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702140,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702131,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702128,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702120,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702117,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702114,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702107,Least Concern,Terrestrial|Marine,Neotropical,,FALSE,FALSE
22702103,Least Concern,Terrestrial|Marine,Neotropical,,FALSE,FALSE
22702100,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702095,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702092,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702088,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22702085,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22702082,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702068,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702054,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702046,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702034,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702023,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702012,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702009,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702006,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702003,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22702000,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701997,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701994,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701991,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701988,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701984,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701981,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701974,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22701971,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701960,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701955,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701945,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701922,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701914,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701911,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701907,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
22701904,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701901,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701898,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701895,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701887,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701879,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701869,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701859,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22701856,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701851,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701847,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22701841,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701838,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701835,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701832,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701823,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701820,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701813,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701801,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701798,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701795,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22701792,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701786,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701779,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701776,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701770,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701755,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701752,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701749,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701746,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701743,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701740,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701737,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701734,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701726,Near Threatened,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701723,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701720,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701717,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701706,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22701703,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22701700,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701692,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701689,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701686,Vulnerable,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701683,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701680,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701677,Near Threatened,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
22701669,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701666,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22701662,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701659,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701656,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
22701653,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701650,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701646,Critically Endangered,Terrestrial,Neotropical,,FALSE,FALSE
22701643,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701640,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701637,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
22701629,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
